County,ZIP Code,Total Properties,Total Population,Median Income,Median Property Value,Total Insurer-Initiated Nonrenewals (2015 - 2021),Percent Total Nonrenewals Over Period to Total Properties (2015-2021),Absolute Change in Insurer-Initiated Nonrenewals (2015 - 2021),Percent Change in Insurer-Initiated Nonrenewals (2015 - 2021),Percent Nonrenewals of Total Properties (2021),2015_New,2015_Renewed,2015_Insured-Initiated Nonrenewed,2015_Insurer-Initiated Nonrenewed,2015_ins_owner_nr_ratio,2015_new_ins_nr_ratio,2021_New,2021_Renewed,2021_Insured-Initiated Nonrenewed,2021_Insurer-Initiated Nonrenewed,2021_ins_owner_nr_ratio,2021_new_ins_nr_ratio
Santa Clara,95014,"16,291","61,866","$86,689","$1,711,800","7,595",46.62,22,15.94,0.98,1083,12586,972,138,0.141975308641975,7.84782608695652,1446,12430,1336,160,0.119760479041916,9.0375
Ventura,93012,"14,606","36,052","$41,785","$624,300","6,097",41.74,29,15.93,1.44,1124,8238,859,182,0.211874272409779,6.17582417582418,1228,8529,942,211,0.223991507430998,5.81990521327014
Sacramento,95821,"9,135","35,812","$27,403","$328,700","5,842",63.95,24,15.89,1.92,968,7269,765,151,0.197385620915033,6.41059602649007,1017,7345,911,175,0.192096597145993,5.81142857142857
San Bernardino,92342,"6,553","6,737","$37,514","$224,200","2,665",40.67,10,15.87,1.11,425,2273,344,63,0.183139534883721,6.74603174603175,478,2343,430,73,0.169767441860465,6.54794520547945
Alameda,94621,"7,105","35,035","$23,404","$353,500","3,725",52.43,26,15.85,2.67,752,4659,545,164,0.300917431192661,4.58536585365854,791,5064,552,190,0.344202898550725,4.16315789473684
Kern,93309,"16,007","58,538","$26,838","$204,900","9,814",61.31,65,15.85,2.97,1692,10518,1276,410,0.321316614420063,4.12682926829268,1901,11211,1515,475,0.313531353135314,4.0021052631579
Tulare,93223,"2,736","10,716","$18,632","$153,800","1,303",47.62,9,15.79,2.41,216,1880,149,57,0.38255033557047,3.78947368421053,228,1867,167,66,0.395209580838323,3.45454545454545
Los Angeles,91803,"6,879","29,567","$26,412","$613,800","3,053",44.38,15,15.79,1.60,620,5841,474,95,0.20042194092827,6.52631578947368,569,6001,439,110,0.250569476082005,5.17272727272727
Orange,92705,"11,316","47,298","$39,107","$861,400","5,897",52.11,33,15.79,2.14,1020,9244,808,209,0.258663366336634,4.88038277511962,1100,9219,921,242,0.262757871878393,4.54545454545455
Kern,93314,"12,784","28,963","$50,239","$384,000","6,800",53.19,28,15.64,1.62,1410,6368,718,179,0.249303621169916,7.87709497206704,1620,8802,1138,207,0.181898066783831,7.82608695652174
Santa Clara,95051,"14,165","59,851","$58,601","$1,075,600","6,594",46.55,17,15.60,0.89,1056,10218,867,109,0.125720876585928,9.68807339449541,1208,10209,1129,126,0.111603188662533,9.58730158730159
Los Angeles,91505,"9,199","30,902","$43,955","$699,300","4,192",45.57,14,15.56,1.13,756,7338,647,90,0.139103554868624,8.4,759,7428,632,104,0.164556962025316,7.29807692307692
Riverside,92543,"10,512","38,314","$19,777","$136,600","7,312",69.56,57,15.49,4.04,1499,6663,961,368,0.382934443288241,4.07336956521739,1649,7106,1179,425,0.360474978795589,3.88
Orange,92692,"14,211","46,800","$50,728","$722,500","9,855",69.35,43,15.47,2.26,1576,11950,1333,278,0.208552138034509,5.66906474820144,1756,12013,1569,321,0.204588910133843,5.47040498442368
San Francisco,94116,"13,875","47,346","$47,148","$1,080,100","6,177",44.52,24,15.38,1.30,1016,12424,865,156,0.180346820809249,6.51282051282051,1226,12312,1031,180,0.17458777885548,6.81111111111111
Madera,93638,"13,039","49,932","$19,431","$207,800","6,175",47.36,39,15.23,2.26,1126,8284,767,256,0.333767926988266,4.3984375,1218,8472,928,295,0.317887931034483,4.12881355932203
Riverside,92264,"13,757","20,072","$32,262","$365,100","6,051",43.98,26,15.20,1.43,984,5250,759,171,0.225296442687747,5.75438596491228,1283,5505,1058,197,0.186200378071834,6.51269035532995
San Francisco,94118,"7,663","42,095","$59,457","$1,598,700","2,796",36.49,17,15.18,1.68,493,5618,400,112,0.28,4.40178571428571,615,5611,501,129,0.25748502994012,4.76744186046512
San Luis Obispo,93401,"12,017","28,854","$35,792","$689,300","4,320",35.95,24,15.00,1.53,788,7019,548,160,0.291970802919708,4.925,1137,7590,803,184,0.229140722291407,6.17934782608696
San Joaquin,95391,"8,339","20,131","$55,463","$594,000","6,010",72.07,14,14.89,1.30,885,3601,618,94,0.15210355987055,9.41489361702128,1589,5439,1217,108,0.0887428101889893,14.712962962963
Los Angeles,91744,"15,853","85,421","$24,480","$420,300","7,967",50.26,53,14.76,2.60,1581,12441,1071,359,0.335200746965453,4.40389972144847,1664,12864,1257,412,0.327764518695306,4.03883495145631
Contra Costa,94547,"8,940","25,616","$47,806","$561,600","3,811",42.63,11,14.47,0.97,660,5469,529,76,0.143667296786389,8.68421052631579,730,5637,642,87,0.135514018691589,8.39080459770115
Solano,94585,"9,299","29,525","$34,274","$357,400","5,170",55.60,18,14.40,1.54,845,7440,678,125,0.184365781710914,6.76,1002,7488,853,143,0.167643610785463,7.00699300699301
San Bernardino,91730,"18,530","72,407","$32,367","$407,000","7,826",42.23,36,14.34,1.55,1427,10212,1125,251,0.223111111111111,5.68525896414343,1590,10300,1250,287,0.2296,5.54006968641115
San Francisco,94103,"2,947","30,703","$43,672","$901,300",588,19.95,2,14.29,0.54,84,819,71,14,0.197183098591549,6,88,848,98,16,0.163265306122449,5.5
Alameda,94706,"4,976","21,218","$54,610","$884,300","2,045",41.10,7,14.29,1.13,327,4188,283,49,0.173144876325088,6.6734693877551,380,4189,350,56,0.16,6.78571428571429
Orange,92865,"4,860","20,664","$40,345","$604,700","2,666",54.86,10,14.29,1.65,430,3983,363,70,0.192837465564738,6.14285714285714,501,3992,424,80,0.188679245283019,6.2625
Monterey,93950,"6,155","15,547","$45,860","$856,800","2,723",44.24,11,14.29,1.43,447,4904,395,77,0.19493670886076,5.80519480519481,534,4937,487,88,0.180698151950719,6.06818181818182
San Diego,92107,"7,078","31,223","$44,576","$859,700","4,084",57.70,15,14.29,1.70,683,6449,592,105,0.177364864864865,6.50476190476191,738,6490,655,120,0.183206106870229,6.15
Orange,92703,"8,125","69,112","$21,967","$442,600","4,359",53.65,30,14.29,2.95,903,6406,596,210,0.352348993288591,4.3,907,6714,637,240,0.376766091051805,3.77916666666667
Stanislaus,95356,"10,696","32,622","$32,709","$341,100","6,060",56.66,22,14.10,1.66,1013,7698,808,156,0.193069306930693,6.49358974358974,1234,7934,978,178,0.18200408997955,6.93258426966292
San Francisco,94132,"5,324","31,436","$31,826","$986,500","2,545",47.80,9,14.06,1.37,425,4446,363,64,0.176308539944904,6.640625,466,4474,413,73,0.176755447941889,6.38356164383562
Orange,92801,"7,658","66,594","$26,132","$469,100","4,076",53.23,19,13.97,2.02,744,6127,586,136,0.232081911262799,5.47058823529412,806,6126,672,155,0.230654761904762,5.2
Santa Clara,95035,"20,281","79,655","$47,786","$859,600","8,763",43.21,28,13.93,1.13,1432,12054,1138,201,0.176625659050967,7.12437810945274,1501,12284,1402,229,0.163338088445078,6.55458515283843
Sacramento,95621,"12,803","41,740","$32,070","$268,000","9,018",70.44,37,13.91,2.37,1470,10837,1163,266,0.22871883061049,5.52631578947368,1689,10910,1462,303,0.207250341997264,5.57425742574257
Los Angeles,93591,"9,553","6,744","$22,753","$183,600","1,359",14.23,10,13.89,0.86,255,1554,186,72,0.387096774193548,3.54166666666667,283,1617,203,82,0.403940886699507,3.45121951219512
Los Angeles,90019,"9,991","64,534","$27,945","$932,700","4,988",49.92,33,13.87,2.71,997,6567,688,238,0.34593023255814,4.1890756302521,1109,6844,830,271,0.326506024096386,4.09225092250923
Orange,92704,"11,251","88,321","$25,413","$477,800","6,413",57.00,34,13.71,2.51,1224,9557,933,248,0.265809217577706,4.93548387096774,1246,9716,941,282,0.299681190223167,4.41843971631206
Orange,92646,"16,733","55,870","$46,067","$762,400","8,253",49.32,31,13.66,1.54,1500,14394,1139,227,0.199297629499561,6.6079295154185,1572,14266,1323,258,0.195011337868481,6.09302325581395
Alameda,94704,"1,821","29,597","$10,764","$804,000",467,25.65,3,13.64,1.37,79,940,55,22,0.4,3.59090909090909,95,894,81,25,0.308641975308642,3.8
Orange,92677,"17,729","66,314","$44,867","$827,100","11,241",63.40,44,13.62,2.07,1801,14216,1478,323,0.218538565629229,5.57585139318886,2005,14033,1770,367,0.207344632768362,5.46321525885559
Riverside,92253,"26,061","40,929","$37,929","$398,200","15,729",60.35,51,13.42,1.65,2405,14055,1928,380,0.197095435684647,6.32894736842105,3162,14606,2663,431,0.161847540368006,7.33642691415313
Los Angeles,91010,"6,601","26,380","$30,358","$471,500","2,768",41.93,11,13.41,1.41,499,4924,386,82,0.212435233160622,6.08536585365854,523,4994,396,93,0.234848484848485,5.6236559139785
Sonoma,94923,"1,907",808,"$50,227","$848,800",780,40.90,4,13.33,1.78,141,1038,123,30,0.24390243902439,4.7,140,1082,129,34,0.263565891472868,4.11764705882353
San Diego,91950,"9,237","62,859","$24,458","$400,300","4,382",47.44,30,13.33,2.76,866,6995,585,225,0.384615384615385,3.84888888888889,961,7014,791,255,0.322376738305942,3.76862745098039
Shasta,96051,"2,794","1,358","$26,420","$220,300",390,13.96,2,13.33,0.61,54,609,60,15,0.25,3.6,49,539,73,17,0.232876712328767,2.88235294117647
Fresno,93619,"21,589","39,473","$54,120","$419,600","11,151",51.65,27,13.24,1.07,2135,10013,1154,204,0.176776429809359,10.4656862745098,2895,14569,1904,231,0.121323529411765,12.5324675324675
Nevada,95946,"5,234","8,977","$31,260","$408,700","3,298",63.01,18,13.14,2.96,482,3897,418,137,0.327751196172249,3.51824817518248,598,3833,559,155,0.277280858676208,3.85806451612903
San Francisco,94123,"4,436","25,890","$100,552","$2,000,001","1,701",38.35,11,13.10,2.14,299,2877,229,84,0.366812227074236,3.55952380952381,382,2883,300,95,0.316666666666667,4.02105263157895
San Bernardino,92395,"15,726","43,908","$23,451","$221,000","9,801",62.32,39,13.09,2.14,1779,8248,1325,298,0.224905660377358,5.96979865771812,2110,9220,1581,337,0.213156230234029,6.26112759643917
Santa Clara,95050,"9,257","38,699","$43,460","$985,500","3,880",41.91,12,12.90,1.13,612,6161,525,93,0.177142857142857,6.58064516129032,734,6136,683,105,0.153733528550512,6.99047619047619
Sacramento,95825,"5,858","37,473","$25,575","$298,100","2,480",42.34,10,12.82,1.50,375,2689,325,78,0.24,4.80769230769231,511,2830,416,88,0.211538461538462,5.80681818181818
Orange,92805,"9,985","74,478","$26,763","$499,600","5,037",50.45,24,12.77,2.12,969,7801,705,188,0.266666666666667,5.15425531914894,1032,7946,793,212,0.26733921815889,4.86792452830189
Marin,94925,"3,683","9,838","$73,158","$1,200,300","1,368",37.14,7,12.73,1.68,234,2556,199,55,0.276381909547739,4.25454545454546,268,2519,217,62,0.285714285714286,4.32258064516129
Napa,94558,"24,808","68,315","$38,889","$645,500","10,695",43.11,38,12.71,1.36,1769,17842,1402,299,0.213266761768902,5.91638795986622,1991,17755,1728,337,0.195023148148148,5.9080118694362
Los Angeles,91201,"4,445","23,281","$26,185","$795,200","2,293",51.59,9,12.50,1.82,410,3344,317,72,0.227129337539432,5.69444444444445,415,3372,355,81,0.228169014084507,5.12345679012346
San Joaquin,95330,"11,398","22,760","$30,645","$359,300","5,653",49.60,17,12.41,1.35,1075,4851,659,137,0.207890743550835,7.84671532846715,1719,6575,968,154,0.159090909090909,11.1623376623377
Imperial,92227,"10,165","27,189","$18,219","$191,900","2,697",26.53,20,12.20,1.81,543,4536,375,164,0.437333333333333,3.3109756097561,597,4872,395,184,0.465822784810127,3.2445652173913
Sonoma,95409,"10,793","27,186","$42,535","$632,300","5,679",52.62,17,12.14,1.45,932,8036,718,140,0.194986072423398,6.65714285714286,1245,8297,1064,157,0.147556390977444,7.92993630573248
Sonoma,95442,"1,692","3,213","$50,064","$1,272,300",695,41.08,4,12.12,2.19,116,1137,94,33,0.351063829787234,3.51515151515152,158,1118,105,37,0.352380952380952,4.27027027027027
Alameda,94702,"4,777","16,860","$48,785","$851,400","2,390",50.03,8,12.12,1.55,404,4061,337,66,0.195845697329377,6.12121212121212,431,4163,378,74,0.195767195767196,5.82432432432433
San Diego,92117,"14,361","56,983","$39,638","$612,000","7,937",55.27,26,11.87,1.71,1298,13175,1017,219,0.215339233038348,5.92694063926941,1435,13075,1316,245,0.186170212765957,5.85714285714286
Lake,95451,"8,127","11,603","$28,613","$241,200","2,956",36.37,16,11.85,1.86,514,4070,390,135,0.346153846153846,3.80740740740741,534,4046,509,151,0.296660117878193,3.5364238410596
Alameda,94538,"13,278","67,474","$50,049","$790,700","7,400",55.73,16,11.68,1.15,1160,9698,1014,137,0.135108481262327,8.46715328467153,1321,9695,1177,153,0.12999150382328,8.63398692810458
Sacramento,95822,"14,554","44,741","$29,006","$307,100","8,952",61.51,37,11.64,2.44,1666,11744,1236,318,0.257281553398058,5.23899371069182,1635,11952,1379,355,0.257432922407542,4.6056338028169
Shasta,96088,"4,842","4,690","$24,271","$243,400","1,306",26.97,7,11.48,1.40,181,1970,132,61,0.462121212121212,2.9672131147541,256,1863,220,68,0.309090909090909,3.76470588235294
San Diego,92004,"9,237","2,299","$26,408","$170,900","1,400",15.16,7,11.48,0.74,213,1619,150,61,0.406666666666667,3.49180327868852,327,1582,240,68,0.283333333333333,4.80882352941176
San Luis Obispo,93446,"20,521","44,636","$34,799","$462,700","9,789",47.70,32,11.43,1.52,1728,13024,1272,280,0.220125786163522,6.17142857142857,1896,13411,1602,312,0.194756554307116,6.07692307692308
Sonoma,94928,"12,547","44,323","$32,083","$455,900","5,583",44.50,15,11.36,1.17,968,8520,803,132,0.164383561643836,7.33333333333333,1276,9367,969,147,0.151702786377709,8.68027210884354
Los Angeles,90713,"9,659","28,202","$41,330","$593,600","4,782",49.51,11,11.34,1.12,738,8820,604,97,0.160596026490066,7.60824742268041,813,8793,748,108,0.144385026737968,7.52777777777778
Santa Barbara,93454,"11,788","40,432","$26,380","$349,000","4,606",39.07,24,11.11,2.04,865,7449,602,216,0.358803986710964,4.00462962962963,874,7477,725,240,0.331034482758621,3.64166666666667
Los Angeles,91406,"9,609","54,890","$28,881","$545,300","5,720",59.53,20,11.05,2.09,992,7383,778,181,0.232647814910026,5.48066298342542,1118,7744,875,201,0.229714285714286,5.56218905472637
Los Angeles,91702,"11,542","62,066","$22,968","$419,000","5,343",46.29,20,11.05,1.74,1036,8799,738,181,0.245257452574526,5.72375690607735,1034,9187,825,201,0.243636363636364,5.14427860696517
San Mateo,94080,"17,993","67,600","$41,187","$843,600","7,077",39.33,17,11.04,0.95,1152,13086,967,154,0.159255429162358,7.48051948051948,1319,13185,1165,171,0.146781115879828,7.71345029239766
San Joaquin,95215,"7,565","24,326","$21,621","$234,500","3,048",40.29,18,10.98,2.41,635,4169,428,164,0.383177570093458,3.8719512195122,712,4461,487,182,0.373716632443532,3.91208791208791
Placer,95765,"13,959","39,214","$48,125","$512,900","9,378",67.18,15,10.79,1.10,1524,8829,1158,139,0.120034542314335,10.9640287769784,1742,10680,1503,154,0.102461743180306,11.3116883116883
Los Angeles,90293,"2,369","12,728","$61,461","$800,400","1,097",46.31,3,10.71,1.31,176,1535,136,28,0.205882352941176,6.28571428571429,190,1587,182,31,0.17032967032967,6.12903225806452
San Mateo,94070,"11,395","31,074","$84,824","$1,637,900","4,451",39.06,11,10.68,1.00,654,8236,548,103,0.187956204379562,6.3495145631068,888,8157,804,114,0.141791044776119,7.78947368421053
Los Angeles,90706,"11,937","77,195","$27,771","$458,600","5,975",50.05,20,10.53,1.76,1106,10904,838,190,0.22673031026253,5.82105263157895,1174,10919,932,210,0.225321888412017,5.59047619047619
San Bernardino,91786,"13,187","53,697","$27,876","$437,900","6,015",45.61,19,10.50,1.52,1050,8471,820,181,0.220731707317073,5.80110497237569,1221,8745,1001,200,0.1998001998002,6.105
Santa Barbara,93455,"17,173","46,175","$37,362","$418,500","8,520",49.61,31,10.47,1.90,1513,12247,1101,296,0.268846503178928,5.11148648648649,1665,12702,1409,327,0.23207948899929,5.09174311926606
Stanislaus,95363,"10,059","27,908","$30,353","$319,200","5,587",55.54,17,10.43,1.79,967,5821,731,163,0.222982216142271,5.93251533742331,1087,6251,785,180,0.229299363057325,6.03888888888889
Santa Clara,95128,"7,969","36,975","$41,953","$909,300","4,097",51.41,9,10.34,1.20,674,6291,588,87,0.147959183673469,7.74712643678161,761,6206,698,96,0.137535816618911,7.92708333333333
San Francisco,94134,"8,984","42,418","$29,541","$827,800","4,341",48.32,9,10.34,1.07,717,7675,598,87,0.145484949832776,8.24137931034483,828,7704,690,96,0.139130434782609,8.625
San Bernardino,92301,"23,562","34,250","$20,530","$194,200","7,253",30.78,29,10.21,1.33,1428,6078,1011,284,0.280909990108803,5.02816901408451,1580,6667,1067,313,0.293345829428304,5.04792332268371
Los Angeles,90755,"3,045","11,545","$43,936","$507,500","1,029",33.79,3,10.00,1.08,176,1511,144,30,0.208333333333333,5.86666666666667,209,1610,150,33,0.22,6.33333333333333
Sacramento,95660,"8,702","35,461","$23,728","$209,500","6,041",69.42,24,9.96,3.05,1085,6787,781,241,0.308578745198464,4.50207468879668,1165,6786,961,265,0.275754422476587,4.39622641509434
San Francisco,94131,"7,784","29,523","$79,733","$1,273,400","3,656",46.97,10,9.90,1.43,591,6549,487,101,0.207392197125257,5.85148514851485,703,6678,631,111,0.175911251980983,6.33333333333333
Alameda,94501,"13,723","63,821","$48,875","$855,300","5,898",42.98,13,9.77,1.06,999,10830,805,133,0.165217391304348,7.51127819548872,1204,11075,1033,146,0.141335914811229,8.24657534246575
Orange,92624,"2,556","6,372","$49,987","$810,300","1,655",64.75,4,9.52,1.80,264,1995,221,42,0.190045248868778,6.28571428571429,336,2030,282,46,0.163120567375887,7.30434782608696
Solano,95687,"20,286","69,060","$38,140","$408,400","11,512",56.75,20,9.39,1.15,1911,15281,1434,213,0.148535564853556,8.97183098591549,2412,16512,1949,233,0.119548486403284,10.3519313304721
Los Angeles,90230,"6,263","32,687","$45,445","$769,700","2,816",44.96,8,9.30,1.50,491,4931,416,86,0.206730769230769,5.7093023255814,497,4890,421,94,0.223277909738717,5.28723404255319
Sacramento,95827,"5,877","20,666","$27,257","$266,900","3,890",66.19,12,9.30,2.40,684,4804,522,129,0.247126436781609,5.30232558139535,740,4861,620,141,0.22741935483871,5.24822695035461
Los Angeles,91108,"4,825","13,375","$69,524","$2,000,001","2,716",56.29,9,9.28,2.20,473,4138,389,97,0.249357326478149,4.87628865979382,566,4117,446,106,0.237668161434978,5.33962264150943
Kings,93204,"3,332","12,961","$19,297","$152,500",739,22.18,4,9.09,1.44,148,1238,94,44,0.468085106382979,3.36363636363636,182,1264,119,48,0.403361344537815,3.79166666666667
Monterey,93930,"4,692","17,067","$21,891","$278,700","1,422",30.31,6,9.09,1.53,298,2408,188,66,0.351063829787234,4.51515151515152,345,2668,258,72,0.27906976744186,4.79166666666667
Los Angeles,91791,"7,875","33,397","$31,588","$606,100","4,575",58.10,11,9.02,1.69,892,6451,671,122,0.181818181818182,7.31147540983607,777,6633,661,133,0.201210287443268,5.8421052631579
Riverside,92879,"11,843","47,872","$31,164","$413,400","6,829",57.66,21,9.01,2.14,1178,8261,949,233,0.245521601685985,5.05579399141631,1291,8235,1077,254,0.235840297121634,5.08267716535433
Placer,95661,"10,829","31,315","$43,972","$472,500","6,716",62.02,12,8.89,1.36,1239,7895,898,135,0.150334075723831,9.17777777777778,1060,8586,969,147,0.151702786377709,7.2108843537415
Los Angeles,91204,"1,809","18,723","$21,117","$500,500",494,27.31,2,8.70,1.38,111,836,74,23,0.310810810810811,4.82608695652174,109,863,89,25,0.280898876404494,4.36
Orange,90623,"4,218","15,662","$41,322","$660,200","1,974",46.80,4,8.70,1.19,353,3506,290,46,0.158620689655172,7.67391304347826,322,3524,296,50,0.168918918918919,6.44
Los Angeles,91775,"6,734","25,004","$36,107","$810,400","3,532",52.45,8,8.60,1.50,635,6003,498,93,0.186746987951807,6.82795698924731,588,6113,508,101,0.198818897637795,5.82178217821782
Los Angeles,91722,"8,422","34,631","$30,020","$445,000","4,338",51.51,12,8.57,1.80,818,7082,635,140,0.220472440944882,5.84285714285714,763,7188,606,152,0.250825082508251,5.01973684210526
Los Angeles,90232,"4,339","14,780","$52,986","$1,125,200","1,717",39.57,4,8.51,1.18,309,3027,251,47,0.187250996015936,6.57446808510638,341,3080,292,51,0.174657534246575,6.68627450980392
Orange,92821,"10,581","37,712","$42,996","$640,900","5,774",54.57,17,8.50,2.05,1118,8305,846,200,0.236406619385343,5.59,1012,8403,830,217,0.26144578313253,4.66359447004608
Los Angeles,90703,"15,357","50,589","$39,416","$683,300","6,703",43.65,13,8.39,1.09,1106,12557,896,155,0.172991071428571,7.13548387096774,1183,12457,1001,168,0.167832167832168,7.04166666666667
San Mateo,94037,"1,379","2,504","$42,267","$1,012,400",511,37.06,1,8.33,0.94,78,943,71,12,0.169014084507042,6.5,108,944,71,13,0.183098591549296,8.30769230769231
Marin,94947,"8,949","25,867","$48,793","$795,600","3,280",36.65,7,8.24,1.03,582,6262,469,85,0.181236673773987,6.84705882352941,673,6299,567,92,0.162257495590829,7.31521739130435
Santa Clara,95118,"9,237","32,421","$51,566","$952,300","4,718",51.08,7,8.24,1.00,703,7702,606,85,0.14026402640264,8.27058823529412,835,7620,801,92,0.114856429463171,9.07608695652174
San Diego,91941,"9,939","31,918","$38,121","$624,900","6,088",61.25,16,8.21,2.12,1011,9121,883,195,0.22083805209513,5.18461538461539,1029,8753,960,211,0.219791666666667,4.87677725118483
Los Angeles,91602,"3,330","19,672","$48,340","$734,400","1,841",55.29,4,8.16,1.59,328,2306,261,49,0.187739463601533,6.69387755102041,385,2332,331,53,0.16012084592145,7.26415094339623
Contra Costa,94561,"14,872","42,473","$39,224","$441,400","8,823",59.33,16,8.04,1.45,1427,10296,1107,199,0.179765130984643,7.17085427135678,2337,11471,1507,215,0.142667551426676,10.8697674418605
Santa Clara,94085,"5,101","23,223","$53,211","$1,000,500","1,663",32.60,3,7.89,0.80,280,2273,222,38,0.171171171171171,7.36842105263158,307,2509,277,41,0.148014440433213,7.48780487804878
San Diego,92021,"11,741","70,148","$26,585","$418,400","8,085",68.86,27,7.74,3.20,1405,11090,1031,349,0.338506304558681,4.02578796561605,1598,11107,1383,376,0.271872740419378,4.25
Sacramento,95832,"3,063","12,114","$21,953","$261,400","2,089",68.20,6,7.69,2.74,396,2186,283,78,0.275618374558304,5.07692307692308,412,2354,292,84,0.287671232876712,4.90476190476191
Sonoma,95448,"8,858","17,407","$39,371","$854,100","3,016",34.05,8,7.69,1.26,479,4917,400,104,0.26,4.60576923076923,647,5020,505,112,0.221782178217822,5.77678571428571
Tulare,93292,"16,015","42,031","$30,479","$224,600","7,543",47.10,20,7.58,1.77,1298,9060,897,264,0.294314381270903,4.91666666666667,1758,10222,1188,284,0.239057239057239,6.19014084507042
Ventura,93041,"6,487","24,208","$29,307","$412,200","2,098",32.34,4,7.55,0.88,359,3116,298,53,0.177852348993289,6.77358490566038,346,3171,296,57,0.192567567567568,6.07017543859649
Alameda,94577,"12,868","47,682","$36,662","$609,300","6,488",50.42,11,7.43,1.24,1060,10142,874,148,0.169336384439359,7.16216216216216,1097,10197,1012,159,0.157114624505929,6.89937106918239
Los Angeles,90744,"10,561","56,880","$22,191","$397,700","3,114",29.49,9,7.32,1.25,583,6324,430,123,0.286046511627907,4.73983739837398,733,6441,512,132,0.2578125,5.5530303030303
Los Angeles,90266,"12,363","35,500","$78,496","$2,000,001","6,420",51.93,11,7.28,1.31,1003,10641,910,151,0.165934065934066,6.64238410596027,1188,10552,1109,162,0.146077547339946,7.33333333333333
San Diego,92173,"2,858","31,000","$20,775","$364,100","1,383",48.39,5,7.25,2.59,266,2321,202,69,0.341584158415842,3.85507246376812,257,2269,238,74,0.310924369747899,3.47297297297297
Los Angeles,91731,"4,739","30,222","$20,308","$450,300","1,970",41.57,5,7.04,1.60,378,3621,291,71,0.243986254295533,5.32394366197183,352,3685,273,76,0.278388278388278,4.63157894736842
San Bernardino,92408,"4,763","13,635","$20,971","$250,400","1,638",34.39,6,6.98,1.93,270,1753,211,86,0.407582938388626,3.13953488372093,318,1769,239,92,0.384937238493724,3.45652173913043
Alameda,94546,"13,016","44,378","$47,555","$699,800","6,967",53.53,12,6.94,1.42,1163,10961,974,173,0.177618069815195,6.72254335260116,1266,10885,1128,185,0.164007092198582,6.84324324324324
Los Angeles,90016,"8,516","45,899","$26,911","$566,600","4,047",47.52,13,6.91,2.36,807,5828,527,188,0.356736242884251,4.29255319148936,907,6176,667,201,0.301349325337331,4.51243781094527
Riverside,92211,"20,835","25,056","$35,414","$370,700","10,431",50.06,13,6.88,0.97,1570,9179,1263,189,0.149643705463183,8.30687830687831,1874,9627,1664,202,0.121394230769231,9.27722772277228
San Joaquin,95219,"10,099","29,270","$42,328","$384,500","5,393",53.40,11,6.88,1.69,916,6641,726,160,0.220385674931129,5.725,1127,6796,778,171,0.219794344473008,6.5906432748538
Los Angeles,91024,"3,920","10,932","$54,461","$969,700","1,680",42.86,4,6.78,1.61,304,3062,225,59,0.262222222222222,5.15254237288136,359,3121,321,63,0.196261682242991,5.6984126984127
Los Angeles,90008,"6,091","31,754","$26,842","$701,800","2,509",41.19,7,6.73,1.82,528,4247,322,104,0.322981366459627,5.07692307692308,535,4424,394,111,0.281725888324873,4.81981981981982
Sacramento,95693,"2,799","7,037","$39,669","$597,700","1,340",47.87,3,6.67,1.71,254,1939,169,45,0.266272189349112,5.64444444444445,326,2077,229,48,0.209606986899563,6.79166666666667
Los Angeles,90731,"11,163","60,659","$28,242","$590,700","5,977",53.54,12,6.67,1.72,1176,9336,870,180,0.206896551724138,6.53333333333333,1114,9538,940,192,0.204255319148936,5.80208333333333
El Dorado,95634,"2,610","3,559","$24,547","$294,900",597,22.87,4,6.56,2.49,84,1030,69,61,0.884057971014493,1.37704918032787,113,952,94,65,0.691489361702128,1.73846153846154
Fresno,93710,"7,217","33,448","$22,330","$246,600","3,978",55.12,7,6.54,1.58,675,5314,540,107,0.198148148148148,6.30841121495327,668,5344,576,114,0.197916666666667,5.85964912280702
Yolo,95776,"8,289","23,911","$35,029","$378,200","4,161",50.20,7,6.54,1.38,715,4834,470,107,0.227659574468085,6.68224299065421,1276,6091,719,114,0.15855354659249,11.1929824561404
Siskiyou,96064,"7,486","4,533","$26,185","$192,700",852,11.38,3,6.52,0.65,146,1256,85,46,0.541176470588235,3.17391304347826,235,1334,155,49,0.316129032258065,4.79591836734694
San Francisco,94115,"3,989","34,604","$73,489","$1,378,400","1,452",36.40,4,6.35,1.68,263,2359,235,63,0.268085106382979,4.17460317460318,275,2444,262,67,0.255725190839695,4.1044776119403
Santa Clara,95130,"3,614","14,660","$51,905","$1,216,700","1,945",53.82,2,6.25,0.94,288,3329,260,32,0.123076923076923,9,353,3281,346,34,0.0982658959537572,10.3823529411765
Los Angeles,90805,"15,781","95,995","$24,055","$405,300","7,436",47.12,20,6.15,2.19,1477,13138,1005,325,0.323383084577114,4.54461538461538,1538,13540,1128,345,0.305851063829787,4.45797101449275
Sacramento,95628,"15,408","40,855","$42,823","$437,200","9,650",62.63,16,6.11,1.80,1563,12228,1255,262,0.208764940239044,5.96564885496183,1792,12805,1513,278,0.183740912095175,6.44604316546763
San Diego,92007,"3,861","11,417","$54,370","$1,076,000","2,122",54.96,4,6.06,1.81,359,2936,279,66,0.236559139784946,5.43939393939394,398,3046,346,70,0.202312138728324,5.68571428571429
