County,ZIP Code,Total Properties,Total Population,Median Income,Median Property Value,Total Insurer-Initiated Nonrenewals (2015 - 2021),Percent Total Nonrenewals Over Period to Total Properties (2015-2021),Absolute Change in Insurer-Initiated Nonrenewals (2015 - 2021),Percent Change in Insurer-Initiated Nonrenewals (2015 - 2021),Percent Nonrenewals of Total Properties (2021),2015_New,2015_Renewed,2015_Insured-Initiated Nonrenewed,2015_Insurer-Initiated Nonrenewed,2015_ins_owner_nr_ratio,2015_new_ins_nr_ratio,2021_New,2021_Renewed,2021_Insured-Initiated Nonrenewed,2021_Insurer-Initiated Nonrenewed,2021_ins_owner_nr_ratio,2021_new_ins_nr_ratio
Los Angeles,90606,"7,650","32,987","$30,622","$444,800","3,475",45.42,73,70.19,2.31,721,6272,494,104,0.210526315789474,6.93269230769231,667,6353,517,177,0.342359767891683,3.7683615819209
Los Angeles,90670,"5,426","16,700","$30,845","$448,900","1,770",32.62,28,70.00,1.25,305,2891,220,40,0.181818181818182,7.625,338,2921,265,68,0.256603773584906,4.97058823529412
Alameda,94611,"12,991","38,975","$70,192","$1,109,200","5,783",44.52,207,69.93,3.87,988,10040,778,296,0.380462724935733,3.33783783783784,1486,9592,1109,503,0.45356176735798,2.95427435387674
Monterey,93426,"2,406","1,568","$25,320","$453,200",393,16.33,16,69.57,1.62,45,688,36,23,0.638888888888889,1.95652173913043,136,659,88,39,0.443181818181818,3.48717948717949
Monterey,93923,"8,173","12,837","$50,434","$1,163,000","3,066",37.51,105,69.54,3.13,551,4871,430,151,0.351162790697674,3.64900662251656,736,4903,536,256,0.477611940298507,2.875
Riverside,92563,"23,531","69,469","$35,743","$416,900","17,467",74.23,274,69.37,2.84,2958,14681,2259,395,0.17485613103143,7.48860759493671,3629,16808,2826,669,0.236730360934183,5.42451420029895
Sonoma,95446,"4,815","5,168","$31,888","$472,000","1,678",34.85,73,68.87,3.72,360,2411,254,106,0.417322834645669,3.39622641509434,408,2475,308,179,0.581168831168831,2.27932960893855
Nevada,95945,"11,892","25,381","$27,420","$372,000","5,029",42.29,149,67.12,3.12,724,7594,643,222,0.345256609642302,3.26126126126126,912,7160,873,371,0.424971363115693,2.45822102425876
Alameda,94579,"5,879","21,883","$35,068","$585,100","3,865",65.74,55,67.07,2.33,634,5690,542,82,0.151291512915129,7.73170731707317,688,5652,582,137,0.235395189003436,5.02189781021898
Los Angeles,91765,"12,016","46,593","$40,948","$668,600","7,978",66.39,197,67.01,4.09,1435,10430,1118,294,0.262969588550984,4.88095238095238,1616,10217,1216,491,0.403782894736842,3.29124236252546
Santa Clara,95134,"1,296","29,349","$92,382","$224,600",712,54.94,28,66.67,5.40,146,755,92,42,0.456521739130435,3.47619047619048,145,706,126,70,0.555555555555556,2.07142857142857
San Bernardino,92337,"9,855","39,240","$31,318","$352,100","6,209",63.00,150,66.67,3.81,1079,7547,886,225,0.253950338600451,4.79555555555556,1183,7419,929,375,0.403659849300323,3.15466666666667
San Diego,92025,"9,595","52,985","$26,371","$499,400","5,273",54.96,124,66.31,3.24,866,7241,664,187,0.281626506024096,4.63101604278075,1193,7058,911,311,0.341383095499451,3.83601286173633
Orange,92707,"8,530","60,831","$26,078","$472,100","3,954",46.35,86,66.15,2.53,769,7017,546,130,0.238095238095238,5.91538461538462,827,7039,632,216,0.341772151898734,3.8287037037037
Santa Barbara,93436,"16,192","56,323","$27,412","$340,700","7,193",44.42,146,66.06,2.27,1326,11109,960,221,0.230208333333333,6,1583,11243,1162,367,0.315834767641997,4.3133514986376
San Mateo,94019,"7,805","20,512","$50,609","$1,049,400","2,530",32.42,38,65.52,1.23,460,4325,356,58,0.162921348314607,7.93103448275862,445,4174,361,96,0.265927977839335,4.63541666666667
Los Angeles,91331,"15,711","105,458","$23,063","$425,300","7,062",44.95,187,65.38,3.01,1476,12052,1000,286,0.286,5.16083916083916,1552,12588,1044,473,0.453065134099617,3.28118393234672
Los Angeles,93543,"6,970","14,392","$24,152","$239,900","2,272",32.60,71,65.14,2.58,439,2900,296,109,0.368243243243243,4.02752293577982,501,3028,385,180,0.467532467532468,2.78333333333333
Los Angeles,91040,"6,791","20,049","$35,954","$579,200","3,624",53.36,84,65.12,3.14,636,5172,483,129,0.267080745341615,4.93023255813954,795,5223,577,213,0.369150779896014,3.73239436619718
Imperial,92233,"2,403","7,509","$2,499","$152,000",360,14.98,13,65.00,1.37,76,586,42,20,0.476190476190476,3.8,66,609,39,33,0.846153846153846,2
Riverside,92223,"23,425","55,580","$33,275","$317,000","13,795",58.89,224,64.55,2.44,2439,13295,1639,347,0.211714460036608,7.02881844380404,2883,15978,2197,571,0.259899863450159,5.04903677758319
Ventura,91360,"13,195","43,121","$38,585","$673,600","6,453",48.90,106,63.86,2.06,1057,10242,883,166,0.187995469988675,6.36746987951807,1233,10156,989,272,0.275025278058645,4.53308823529412
Ventura,93003,"15,889","51,629","$37,468","$567,600","6,774",42.63,122,63.54,1.98,1149,11496,923,192,0.208017334777898,5.984375,1354,11246,1069,314,0.293732460243218,4.31210191082803
El Dorado,95614,"2,227","4,359","$51,029","$393,600","1,132",50.83,62,63.27,7.18,224,1351,174,98,0.563218390804598,2.28571428571429,346,1289,211,160,0.758293838862559,2.1625
San Bernardino,92356,"14,770","6,573","$17,609","$156,100","1,225",8.29,39,62.90,0.68,215,1365,150,62,0.413333333333333,3.46774193548387,300,1423,209,101,0.483253588516747,2.97029702970297
San Diego,92067,"4,614","7,724","$55,139","$2,000,001","2,527",54.77,93,62.84,5.22,527,3000,372,148,0.397849462365591,3.56081081081081,834,2569,485,241,0.496907216494845,3.46058091286307
San Luis Obispo,93428,"6,491","5,859","$35,161","$672,400","1,968",30.32,40,62.50,1.60,324,3231,251,64,0.254980079681275,5.0625,393,3227,316,104,0.329113924050633,3.77884615384615
Santa Clara,94024,"8,105","23,675","$98,104","$2,000,001","3,983",49.14,62,62.00,2.00,619,7212,539,100,0.185528756957328,6.19,785,7089,674,162,0.240356083086053,4.84567901234568
San Bernardino,92373,"12,251","33,353","$40,061","$456,400","5,124",41.83,101,61.96,2.15,898,7733,721,163,0.226074895977809,5.50920245398773,1074,7713,837,264,0.315412186379928,4.06818181818182
Trinity,96093,"2,484","3,570","$26,314","$273,800",670,26.97,13,61.90,1.37,120,1349,90,21,0.233333333333333,5.71428571428571,139,1265,104,34,0.326923076923077,4.08823529411765
Alameda,94705,"4,348","13,527","$54,950","$1,235,900","1,597",36.73,45,61.64,2.71,289,3403,226,73,0.323008849557522,3.95890410958904,414,3396,298,118,0.395973154362416,3.50847457627119
Santa Barbara,93427,"2,490","6,200","$38,987","$541,700",889,35.70,16,61.54,1.69,196,1409,138,26,0.188405797101449,7.53846153846154,196,1465,154,42,0.272727272727273,4.66666666666667
Los Angeles,91355,"8,693","30,526","$45,787","$563,400","5,081",58.45,62,61.39,1.88,770,6906,683,101,0.14787701317716,7.62376237623762,864,6860,710,163,0.229577464788732,5.30061349693252
Orange,92620,"12,802","52,569","$62,057","$908,400","10,185",79.56,111,60.99,2.29,1899,9431,1155,182,0.157575757575758,10.4340659340659,2138,11295,1809,293,0.161967938087341,7.29692832764505
San Bernardino,92377,"5,841","20,476","$32,235","$364,800","3,630",62.15,70,60.87,3.17,672,4701,501,115,0.229540918163673,5.84347826086957,686,4730,532,185,0.347744360902256,3.70810810810811
Orange,92657,"4,322","9,802","$94,657","$2,000,001","2,450",56.69,60,60.61,3.68,449,2831,333,99,0.297297297297297,4.53535353535354,616,2756,455,159,0.349450549450549,3.87421383647799
Mono,93546,"11,776","9,591","$30,562","$355,300","1,984",16.85,38,60.32,0.86,239,3209,236,63,0.266949152542373,3.79365079365079,420,3187,400,101,0.2525,4.15841584158416
San Diego,92028,"17,783","48,173","$31,812","$564,800","9,987",56.16,195,60.19,2.92,1698,11553,1207,324,0.268434134217067,5.24074074074074,2233,12459,1733,519,0.299480669359492,4.30250481695568
Tulare,93647,"2,805","11,407","$18,898","$154,000",839,29.91,24,60.00,2.28,155,1483,96,40,0.416666666666667,3.875,198,1520,133,64,0.481203007518797,3.09375
Placer,96140,"1,859",953,"$37,813","$711,800",781,42.01,30,60.00,4.30,128,1268,94,50,0.531914893617021,2.56,241,1086,154,80,0.51948051948052,3.0125
Monterey,93908,"6,416","12,398","$52,447","$803,500","2,171",33.84,48,60.00,2.00,363,3823,283,80,0.282685512367491,4.5375,462,3802,355,128,0.36056338028169,3.609375
San Mateo,94404,"10,209","36,985","$77,691","$1,195,500","3,133",30.69,28,59.57,0.73,476,5510,414,47,0.113526570048309,10.1276595744681,607,5471,565,75,0.132743362831858,8.09333333333333
San Diego,92126,"14,407","82,658","$35,394","$547,100","8,500",59.00,133,59.38,2.48,1337,13771,1097,224,0.204193254329991,5.96875,1570,13535,1365,357,0.261538461538462,4.39775910364146
San Diego,92040,"10,948","46,306","$33,538","$460,900","6,152",56.19,128,59.26,3.14,1054,9416,730,216,0.295890410958904,4.87962962962963,1413,9446,1133,344,0.303618711385702,4.10755813953488
San Bernardino,92313,"3,779","12,547","$34,187","$324,800","1,857",49.14,43,58.11,3.10,301,2705,239,74,0.309623430962343,4.06756756756757,406,2788,299,117,0.391304347826087,3.47008547008547
Los Angeles,90602,"4,821","25,581","$27,014","$548,800","2,260",46.88,43,58.11,2.43,470,3739,312,74,0.237179487179487,6.35135135135135,615,3855,408,117,0.286764705882353,5.25641025641026
Los Angeles,91214,"9,613","30,787","$43,737","$777,300","5,078",52.82,79,58.09,2.24,887,7848,700,136,0.194285714285714,6.52205882352941,1026,7952,768,215,0.279947916666667,4.77209302325581
Los Angeles,90011,"12,445","111,165","$19,271","$377,600","4,649",37.36,189,57.98,4.14,1144,6837,600,326,0.543333333333333,3.50920245398773,1473,7665,791,515,0.651074589127687,2.86019417475728
Humboldt,95542,"2,581","1,871","$25,872","$543,300",269,10.42,11,57.89,1.16,38,567,32,19,0.59375,2,34,519,43,30,0.697674418604651,1.13333333333333
Los Angeles,90037,"7,787","67,640","$19,674","$407,200","3,217",41.31,108,57.45,3.80,728,4410,417,188,0.45083932853717,3.87234042553192,932,4913,547,296,0.541133455210238,3.14864864864865
Los Angeles,90601,"8,190","32,053","$36,179","$550,700","3,629",44.31,74,56.92,2.49,674,6584,472,130,0.275423728813559,5.18461538461539,767,6626,578,204,0.352941176470588,3.75980392156863
Tuolumne,95335,"1,968",153,,,400,20.33,17,56.67,2.39,28,727,41,30,0.731707317073171,0.933333333333333,59,652,88,47,0.534090909090909,1.25531914893617
San Luis Obispo,93449,"5,023","8,180","$42,058","$768,600","2,530",50.37,49,56.32,2.71,482,3551,307,87,0.283387622149837,5.54022988505747,557,3691,410,136,0.331707317073171,4.09558823529412
Fresno,93640,"3,504","12,920","$15,624","$159,800",926,26.43,18,56.25,1.43,133,1263,96,32,0.333333333333333,4.15625,221,1612,171,50,0.292397660818713,4.42
San Bernardino,91764,"10,994","56,677","$26,884","$353,600","5,505",50.07,115,56.10,2.91,1095,7637,781,205,0.262483994878361,5.34146341463415,1228,7765,884,320,0.361990950226244,3.8375
Riverside,92548,"2,999","7,859","$22,646","$161,600","1,094",36.48,37,56.06,3.43,177,1217,94,66,0.702127659574468,2.68181818181818,283,1340,231,103,0.445887445887446,2.74757281553398
San Bernardino,91710,"23,410","91,773","$29,680","$458,700","11,839",50.57,157,55.87,1.87,2117,15326,1528,281,0.183900523560209,7.53380782918149,2190,16475,1753,438,0.249857387335995,5
Orange,92672,"11,332","34,218","$43,976","$911,700","5,811",51.28,86,55.84,2.12,916,7784,739,154,0.208389715832206,5.94805194805195,1215,7995,1015,240,0.236453201970443,5.0625
Los Angeles,91364,"9,734","27,971","$52,923","$849,100","6,468",66.45,149,55.81,4.27,1165,7319,872,267,0.306192660550459,4.36329588014981,1485,7208,1095,416,0.379908675799087,3.56971153846154
Riverside,92582,"6,464","17,219","$27,299","$273,400","4,470",69.15,82,55.78,3.54,796,3592,590,147,0.249152542372881,5.41496598639456,1087,4535,736,229,0.311141304347826,4.74672489082969
Los Angeles,91423,"6,759","33,172","$48,699","$938,500","3,776",55.87,73,55.73,3.02,657,4937,507,131,0.258382642998028,5.01526717557252,749,4915,563,204,0.36234458259325,3.67156862745098
Contra Costa,94507,"5,905","15,105","$74,545","$1,670,200","3,249",55.02,74,55.64,3.51,599,4898,432,133,0.30787037037037,4.50375939849624,699,4866,561,207,0.368983957219251,3.3768115942029
Orange,92647,"12,435","62,199","$35,492","$688,400","6,363",51.17,74,55.22,1.67,1074,10767,877,134,0.152793614595211,8.01492537313433,1230,10732,1004,208,0.207171314741036,5.91346153846154
Los Angeles,93552,"12,695","39,905","$26,147","$273,900","7,926",62.43,117,55.19,2.59,1367,8386,1116,212,0.189964157706093,6.44811320754717,1515,8691,1135,329,0.289867841409692,4.6048632218845
Los Angeles,91352,"9,815","47,076","$24,098","$488,600","4,176",42.55,86,54.78,2.48,776,6379,556,157,0.282374100719425,4.94267515923567,916,6550,674,243,0.36053412462908,3.76954732510288
Riverside,92505,"10,909","53,282","$27,801","$352,500","6,144",56.32,125,54.59,3.25,1133,7922,857,229,0.267211201866978,4.94759825327511,1311,8034,980,354,0.361224489795918,3.70338983050847
Ventura,93066,"1,328","3,220","$41,418","$964,200",388,29.22,12,54.55,2.56,102,635,62,22,0.354838709677419,4.63636363636364,102,648,51,34,0.666666666666667,3
Colusa,95912,"2,968","5,380","$27,295","$306,600",665,22.41,12,54.55,1.15,136,888,71,22,0.309859154929577,6.18181818181818,146,1015,114,34,0.298245614035088,4.29411764705882
Alameda,94566,"13,535","45,893","$67,894","$1,070,900","7,884",58.25,82,54.30,1.72,1208,11025,1004,151,0.150398406374502,8,1565,11035,1395,233,0.167025089605735,6.71673819742489
San Diego,92024,"15,397","51,381","$52,892","$931,400","8,986",58.36,143,53.96,2.65,1620,12986,1271,265,0.208497246262785,6.11320754716981,1740,13186,1470,408,0.277551020408163,4.26470588235294
San Diego,92008,"7,863","27,151","$45,106","$808,000","4,326",55.02,62,53.91,2.25,658,6173,565,115,0.20353982300885,5.72173913043478,805,5961,719,177,0.246175243393602,4.54802259887006
Ventura,93015,"6,262","17,989","$27,185","$437,200","2,229",35.60,49,53.85,2.24,453,3342,264,91,0.34469696969697,4.97802197802198,608,3563,321,140,0.43613707165109,4.34285714285714
Los Angeles,91746,"6,779","29,709","$24,652","$443,700","3,016",44.49,56,53.85,2.36,542,4929,395,104,0.263291139240506,5.21153846153846,606,5033,458,160,0.349344978165939,3.7875
Alameda,94560,"13,651","47,171","$43,903","$742,100","6,806",49.86,57,53.77,1.19,959,9149,789,106,0.134347275031686,9.04716981132075,1457,10002,1278,163,0.12754303599374,8.93865030674847
Contra Costa,94572,"2,735","10,384","$33,272","$459,900","1,440",52.65,17,53.13,1.79,229,2226,216,32,0.148148148148148,7.15625,255,2233,220,49,0.222727272727273,5.20408163265306
Los Angeles,90247,"7,740","48,293","$25,866","$455,900","3,241",41.87,60,53.10,2.24,579,6221,424,113,0.266509433962264,5.12389380530973,701,6288,545,173,0.31743119266055,4.05202312138728
Yuba,95918,"1,630","2,915","$52,273","$393,200",496,30.43,18,52.94,3.19,85,645,63,34,0.53968253968254,2.5,139,669,75,52,0.693333333333333,2.67307692307692
Mariposa,95338,"7,329","10,827","$27,218","$290,200","2,095",28.59,63,52.94,2.48,287,3546,286,119,0.416083916083916,2.41176470588235,286,3479,372,182,0.489247311827957,1.57142857142857
San Diego,91962,"1,223","2,106","$39,983","$444,500",344,28.13,9,52.94,2.13,57,637,44,17,0.386363636363636,3.35294117647059,66,618,71,26,0.366197183098592,2.53846153846154
Kern,93313,"18,491","55,221","$27,907","$243,100","11,355",61.41,157,52.86,2.46,2182,10277,1355,297,0.219188191881919,7.34680134680135,2449,13236,1942,454,0.233779608650875,5.3942731277533
Solano,94534,"15,070","39,239","$49,951","$495,200","8,201",54.42,87,52.73,1.67,1451,10436,1037,165,0.159112825458052,8.79393939393939,1699,11546,1450,252,0.173793103448276,6.74206349206349
Yolo,95694,"4,024","10,495","$34,238","$442,100","1,185",29.45,21,52.50,1.52,207,1992,142,40,0.28169014084507,5.175,418,2230,227,61,0.268722466960352,6.85245901639344
Santa Cruz,95018,"6,142","6,841","$44,564","$622,300","1,439",23.43,42,52.50,1.99,286,2614,209,80,0.382775119617225,3.575,319,2583,242,122,0.504132231404959,2.61475409836066
Kern,93311,"19,432","45,481","$44,579","$298,800","11,352",58.42,141,52.42,2.11,1879,10684,1312,269,0.205030487804878,6.98513011152416,2738,13347,1884,410,0.217622080679406,6.67804878048781
Sacramento,95626,"2,524","6,065","$30,447","$334,800","1,175",46.55,22,52.38,2.54,180,1623,142,42,0.295774647887324,4.28571428571429,298,1715,220,64,0.290909090909091,4.65625
San Diego,92019,"10,894","43,272","$36,453","$520,100","6,976",64.04,131,51.78,3.52,1249,9202,932,253,0.271459227467811,4.93675889328063,1410,9099,1161,384,0.330749354005168,3.671875
Placer,96143,"3,544","3,585","$30,921","$478,900",788,22.23,26,50.98,2.17,113,1406,109,51,0.467889908256881,2.2156862745098,201,1072,152,77,0.506578947368421,2.61038961038961
Riverside,92234,"19,714","54,357","$25,738","$279,500","11,608",58.88,182,50.84,2.74,1983,12019,1500,358,0.238666666666667,5.5391061452514,2652,12295,1906,540,0.283315844700944,4.91111111111111
Los Angeles,91402,"6,777","72,059","$21,536","$421,800","3,539",52.22,70,50.72,3.07,698,5008,520,138,0.265384615384615,5.05797101449275,777,5168,554,208,0.375451263537906,3.73557692307692
Riverside,92567,"3,777","10,648","$26,333","$331,100","1,563",41.38,40,50.63,3.15,248,1923,164,79,0.481707317073171,3.13924050632911,354,1965,272,119,0.4375,2.97478991596639
Sacramento,95841,"4,589","21,229","$27,109","$256,700","3,060",66.68,46,50.55,2.99,474,3364,379,91,0.240105540897098,5.20879120879121,676,3396,503,137,0.272365805168986,4.93430656934307
San Bernardino,92371,"11,575","18,269","$24,829","$230,500","3,249",28.07,95,50.53,2.44,633,3763,378,188,0.497354497354497,3.36702127659575,757,3932,581,283,0.487091222030981,2.67491166077739
Riverside,92585,"10,130","21,907","$27,714","$352,400","6,188",61.09,78,50.32,2.30,1094,5052,806,155,0.192307692307692,7.05806451612903,1589,6255,959,233,0.2429614181439,6.81974248927039
San Bernardino,91761,"19,923","61,425","$29,604","$394,000","7,764",38.97,112,50.22,1.68,1290,9949,997,223,0.223671013039117,5.7847533632287,2111,11456,1273,335,0.263157894736842,6.30149253731343
Contra Costa,94513,"23,592","64,313","$42,130","$581,700","15,459",65.53,138,50.18,1.75,2689,16294,1913,275,0.143753267119707,9.77818181818182,3292,18533,2697,413,0.153133110863923,7.97094430992736
San Bernardino,92404,"14,410","62,915","$22,215","$255,500","8,231",57.12,202,50.12,4.20,1552,9576,1087,403,0.370745170193192,3.85111662531017,1846,9535,1224,605,0.494281045751634,3.05123966942149
Butte,95917,"1,931","3,717","$23,478","$235,400",566,29.31,12,50.00,1.86,122,717,92,24,0.260869565217391,5.08333333333333,155,841,90,36,0.4,4.30555555555556
Mariposa,95311,"2,334","1,893","$25,236","$235,200",399,17.10,13,50.00,1.67,55,695,60,26,0.433333333333333,2.11538461538462,80,564,80,39,0.4875,2.05128205128205
Sonoma,95452,"1,142",919,"$41,046","$910,300",379,33.19,5,50.00,1.31,49,655,48,10,0.208333333333333,4.9,73,612,65,15,0.230769230769231,4.86666666666667
Santa Barbara,93117,"11,701","58,546","$20,072","$812,200","2,923",24.98,50,49.50,1.29,541,6145,383,101,0.263707571801567,5.35643564356436,676,6315,525,151,0.287619047619048,4.47682119205298
Orange,92694,"9,763","29,570","$76,027","$781,600","6,589",67.49,81,49.39,2.51,1014,4787,669,164,0.245142002989537,6.18292682926829,1253,6944,1123,245,0.218165627782725,5.11428571428571
San Luis Obispo,93402,"6,224","16,562","$34,757","$551,500","2,807",45.10,39,49.37,1.90,529,5023,394,79,0.200507614213198,6.69620253164557,540,5142,454,118,0.259911894273128,4.57627118644068
Riverside,92555,"13,065","44,452","$33,043","$353,000","8,409",64.36,131,49.25,3.04,1413,8712,1122,266,0.237076648841355,5.31203007518797,1739,9272,1260,397,0.315079365079365,4.38035264483627
San Bernardino,92411,"6,693","25,650","$18,390","$196,400","2,926",43.72,88,49.16,3.99,586,3438,377,179,0.474801061007958,3.27374301675978,749,3609,474,267,0.563291139240506,2.80524344569288
San Diego,92026,"14,396","50,321","$31,732","$482,500","8,547",59.37,117,49.16,2.47,1434,10660,1122,238,0.212121212121212,6.02521008403361,1797,11001,1421,355,0.249824067558058,5.06197183098592
Los Angeles,91303,"3,304","31,586","$26,393","$465,100","1,706",51.63,27,49.09,2.48,304,2099,224,55,0.245535714285714,5.52727272727273,371,2150,275,82,0.298181818181818,4.52439024390244
Los Angeles,90201,"9,915","101,965","$20,297","$406,800","4,520",45.59,93,48.95,2.85,909,9951,643,190,0.295489891135303,4.78421052631579,1044,10056,693,283,0.408369408369408,3.68904593639576
Riverside,92545,"15,420","41,879","$23,833","$226,400","12,789",82.94,188,48.83,3.72,2153,11716,1662,385,0.23164861612515,5.59220779220779,2602,11753,2093,573,0.273769708552317,4.54101221640489
Kern,93222,"3,108","1,583","$27,157","$240,300",862,27.73,19,48.72,1.87,129,874,80,39,0.4875,3.30769230769231,240,1122,195,58,0.297435897435897,4.13793103448276
Santa Cruz,95005,"3,660","7,661","$36,800","$703,500","1,059",28.93,31,48.44,2.60,221,2130,147,64,0.435374149659864,3.453125,233,2023,158,95,0.60126582278481,2.45263157894737
Los Angeles,90006,"4,266","59,576","$20,029","$608,600","1,303",30.54,44,48.35,3.16,314,1645,179,91,0.508379888268156,3.45054945054945,373,1714,217,135,0.622119815668203,2.76296296296296
Los Angeles,90716,"2,029","14,285","$22,660","$366,400",864,42.58,14,48.28,2.12,178,1635,112,29,0.258928571428571,6.13793103448276,172,1687,122,43,0.352459016393443,4
Riverside,92508,"10,568","38,428","$39,138","$463,900","7,528",71.23,97,48.26,2.82,1255,8154,1049,201,0.19161105815062,6.24378109452736,1346,8311,1152,298,0.258680555555556,4.51677852348993
Contra Costa,94598,"10,412","27,831","$65,743","$951,700","4,271",41.02,37,48.05,1.09,683,6851,552,77,0.139492753623188,8.87012987012987,803,6862,755,114,0.150993377483444,7.04385964912281
Riverside,92562,"22,546","64,286","$34,571","$434,700","15,106",67.00,207,48.03,2.83,2441,14715,1989,431,0.216691804927099,5.66357308584687,2687,14816,2346,638,0.271952259164535,4.2115987460815
Los Angeles,90068,"8,338","21,092","$60,373","$1,228,400","3,673",44.05,83,47.43,3.09,719,4780,500,175,0.35,4.10857142857143,925,4847,642,258,0.401869158878505,3.58527131782946
Santa Clara,95054,"5,332","24,524","$62,696","$988,100","1,986",37.25,16,47.06,0.94,344,2655,275,34,0.123636363636364,10.1176470588235,420,2706,356,50,0.140449438202247,8.4
San Bernardino,92372,"3,935","6,071","$31,750","$260,100","1,326",33.70,32,47.06,2.54,245,1602,154,68,0.441558441558442,3.60294117647059,335,1675,273,100,0.366300366300366,3.35
Imperial,92231,"9,311","40,064","$17,746","$208,000","3,549",38.12,79,47.02,2.65,670,5944,469,168,0.358208955223881,3.98809523809524,701,5999,511,247,0.483365949119374,2.83805668016194
Alameda,94568,"16,096","55,608","$72,695","$847,400","10,898",67.71,76,46.91,1.48,1703,10090,1207,162,0.134217067108534,10.5123456790123,2125,11826,2069,238,0.115031416143064,8.92857142857143
Los Angeles,90040,"3,684","12,328","$23,706","$406,900",907,24.62,22,46.81,1.87,211,1781,141,47,0.333333333333333,4.48936170212766,219,1867,140,69,0.492857142857143,3.17391304347826
Lassen,96137,"7,755","3,252","$27,201","$200,700","2,059",26.55,42,46.67,1.70,319,2852,271,90,0.33210332103321,3.54444444444444,331,2723,306,132,0.431372549019608,2.50757575757576
San Luis Obispo,93420,"11,948","30,740","$38,847","$663,500","5,366",44.91,74,46.54,1.95,940,8855,702,159,0.226495726495727,5.91194968553459,1151,9212,870,233,0.267816091954023,4.93991416309013
Los Angeles,91343,"9,520","66,743","$26,738","$534,500","6,083",63.90,78,46.43,2.58,1045,8054,862,168,0.194895591647332,6.2202380952381,1162,8342,885,246,0.277966101694915,4.72357723577236
Orange,92673,"9,147","30,768","$59,422","$902,800","6,176",67.52,87,46.28,3.01,999,7043,758,188,0.24802110817942,5.31382978723404,1130,7262,970,275,0.283505154639175,4.10909090909091
Los Angeles,90069,"4,349","20,230","$58,971","$846,700","2,176",50.03,62,46.27,4.51,416,2393,361,134,0.371191135734072,3.1044776119403,525,2249,344,196,0.569767441860465,2.67857142857143
Los Angeles,91766,"13,957","72,348","$22,777","$399,600","6,980",50.01,115,46.18,2.61,1351,10251,950,249,0.262105263157895,5.42570281124498,1560,10636,1076,364,0.338289962825279,4.28571428571429
Tuolumne,95383,"4,546","3,611","$39,589","$323,400","1,405",30.91,93,46.04,6.49,190,2590,197,202,1.0253807106599,0.940594059405941,274,2261,258,295,1.14341085271318,0.928813559322034
Orange,92833,"11,284","52,435","$33,915","$634,900","6,951",61.60,73,45.91,2.06,1199,9528,944,159,0.168432203389831,7.54088050314465,1203,9612,1039,232,0.223291626564004,5.18534482758621
Los Angeles,91770,"12,630","62,703","$22,369","$550,700","6,040",47.82,95,45.67,2.40,1307,11292,978,208,0.212678936605317,6.28365384615385,1188,11520,915,303,0.331147540983607,3.92079207920792
Santa Clara,94086,"9,468","50,477","$74,375","$1,223,800","3,782",39.95,31,45.59,1.05,564,6359,496,68,0.137096774193548,8.29411764705882,820,6144,701,99,0.141226818830243,8.28282828282828
Monterey,93927,"4,457","18,812","$22,465","$309,200","1,524",34.19,25,45.45,1.79,262,2734,187,55,0.294117647058824,4.76363636363636,354,2863,238,80,0.336134453781513,4.425
Los Angeles,91748,"11,062","47,079","$29,603","$628,000","6,547",59.18,100,45.45,2.89,1104,9044,860,220,0.255813953488372,5.01818181818182,1257,8954,976,320,0.327868852459016,3.928125
Santa Clara,94043,"8,752","31,161","$74,981","$1,135,800","2,336",26.69,23,45.10,0.85,380,3472,271,51,0.188191881918819,7.45098039215686,512,3697,458,74,0.161572052401747,6.91891891891892
Kern,93263,"7,587","22,210","$21,507","$177,000","2,728",35.96,46,45.10,1.95,470,3187,301,102,0.338870431893688,4.6078431372549,800,4035,466,148,0.317596566523605,5.40540540540541
Orange,92630,"15,207","59,403","$41,384","$622,700","9,744",64.08,105,45.06,2.22,1726,11797,1233,233,0.1889699918897,7.40772532188841,2105,12998,1685,338,0.200593471810089,6.22781065088757
Riverside,92203,"15,719","31,140","$35,276","$349,000","10,751",68.39,107,44.96,2.19,1897,9121,1366,238,0.174231332357247,7.97058823529412,2352,10155,1743,345,0.197934595524957,6.81739130434783
San Diego,92058,"4,143","46,029","$27,299","$420,800","3,053",73.69,39,44.83,3.04,537,3365,393,87,0.221374045801527,6.17241379310345,604,3641,489,126,0.257668711656442,4.79365079365079
Tulare,93256,"2,138","5,431","$14,009","$128,200",414,19.36,12,44.44,1.82,82,628,61,27,0.442622950819672,3.03703703703704,101,674,67,39,0.582089552238806,2.58974358974359
Placer,96148,"1,168",580,"$27,500","$750,000",403,34.50,11,44.00,3.08,79,606,50,25,0.5,3.16,122,576,60,36,0.6,3.38888888888889
Los Angeles,91311,"11,272","40,839","$39,756","$616,400","5,795",51.41,77,43.75,2.24,999,7305,789,176,0.223067173637516,5.67613636363636,1180,7464,872,253,0.290137614678899,4.66403162055336
Marin,94930,"3,570","8,728","$48,312","$871,700","1,391",38.96,27,43.55,2.49,262,2658,186,62,0.333333333333333,4.2258064516129,307,2674,247,89,0.360323886639676,3.44943820224719
Los Angeles,90003,"10,821","73,730","$20,597","$362,800","4,529",41.85,132,43.28,4.04,1033,6115,612,305,0.498366013071895,3.38688524590164,1223,6886,732,437,0.596994535519126,2.79862700228833
